Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;LIME Precision;LIME Recall;LIME Correlation;LINDA Precision;LINDA Recall;LINDA Correlation;SHAP Precision;SHAP Recall;SHAP Correlation
212043_12;1;12;1;0.6090893472955905;1.0;0.9999778652956548;0.9999778652956548;1.0;0.9990726839863512;0.9990726839863512;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5273338940285955;0.0083333333333333;1.0;0.0;1.0;1.0;0.3695181224713547
212109_9;1;9;0;0.6273776420838622;1.0;0.999990334893951;0.999990334893951;1.0;0.9838826323118252;0.9838826323118252;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5093916456405944;0.0083333333333333;1.0;0.0;0.5;1.0;0.47264621482774694
212118_11;0;11;0;0.6328158267009336;1.0;0.9999915803634504;0.9999915803634504;1.0;0.9993307965412892;0.9993307965412892;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5023829548640315;0.0166666666666666;1.0;0.0;1.0;0.5;0.4569591247228309
212274_10;1;10;0;0.6400519345102048;1.0;0.999989595743678;0.999989595743678;1.0;0.999298576303912;0.999298576303912;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5845248107653491;0.0083333333333333;1.0;0.0;1.0;1.0;0.43778601459460026
212590_9;0;9;1;0.5464260991585255;1.0;0.999985155219566;0.999985155219566;1.0;0.9996315212998006;0.9996315212998006;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5881693299691617;0.0083333333333333;1.0;0.0;1.0;1.0;0.47671323818828065
212593_11;1;11;0;0.5773721851124317;1.0;0.9999907792606032;0.9999907792606032;0.8871968415115623;0.9995058675299228;0.9995058675299228;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6243341743762266;0.0083333333333333;1.0;0.0;0.0;0.0;0.4938528366362444
212704_7;1;7;0;0.5823749896895389;1.0;0.9999889611276912;0.9999889611276912;1.0;0.9996920491688156;0.9996920491688156;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5172413793103449;0.0166666666666666;1.0;0.0;0.5;0.5;0.4363335062515525
213495_11;0;11;1;0.5918503212456314;1.0;0.9999746559003532;0.9999746559003532;1.0;0.9994891817081052;0.9994891817081052;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6007849733669751;0.0083333333333333;1.0;0.0;1.0;1.0;0.4688696931358227
213822_3;1;3;0;0.6347059721406768;1.0;0.999975004706296;0.999975004706296;1.0;0.9993252520056168;0.9993252520056168;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5962994112699749;0.0166666666666666;1.0;0.0;1.0;0.5;0.4659646764497271
214085_9;1;9;0;0.6010793913192239;1.0;0.9999888782281792;0.9999888782281792;0.8871968415115623;0.9992659424777356;0.9992659424777356;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5573310905522848;0.0083333333333333;1.0;0.0;0.0;0.0;0.4938528366362444
214142_2;0;2;0;0.606700596395279;1.0;0.9999893144366312;0.9999893144366312;1.0;0.9974509917169954;0.9974509917169954;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5623773479114101;0.0083333333333333;1.0;0.0;0.5;1.0;0.4491155796703729
