Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;LIME SRCC;LIME KT-C;LIME KT-B;ACV SRCC;ACV KT-C;ACV KT-B;LINDA SRCC;LINDA KT-C;LINDA KT-B;SHAP SRCC;SHAP KT-C;SHAP KT-B;MAPE Correctness
1;1;0.7272727272727273;1.0;0.5;1.0;0.25;0.0;0.0;1.0;0.5;0.8624886920341298;0.703125;;0.5809475019311124;0.5625;0.8257228238447704;-0.7863867486193535;-0.625;-0.6446583712203041;0.8166295067049074;0.625;0.7385489458759963;
0;1;0.8627450980392157;1.0;1.0;0.6666666666666666;1.0;0.25;1.0;0.0;0.0;0.5143707412705535;0.421875;0.47172817652486326;0.5714285714285714;0.5;0.5547001962252291;0.0;0.0;0.0;0.7683498199278325;0.609375;0.6938886664887111;1.0
1;1;0.8604651162790697;1.0;0.25;1.0;0.25;0.75;0.75;0.0;0.0;0.7102848052045776;0.546875;0.3571428571428571;0.5231143743471867;0.5625;0.4797016118001234;0.5453972611392292;0.3125;0.3223291856101521;0.5488212999484516;0.4166666666666667;0.4536092116265145;0.5640760748177661
1;1;0.8627450980392157;1.0;0.5;1.0;0.5;0.25;1.0;0.5;0.5;0.6546536707079772;0.515625;0.5765566601970551;0.4123930494211612;0.3125;0.4003203845127179;0.0;0.0;0.0;0.658585559938142;0.515625;0.5871365639519861;1.0
1;1;0.8627450980392157;1.0;1.0;0.5;1.0;0.25;1.0;0.0;0.0;0.5143707412705535;0.421875;0.47172817652486326;0.0714285714285714;0.0625;0.06933752452815364;0.0;0.0;0.0;0.7683498199278325;0.609375;0.6938886664887111;1.0
1;1;0.8627450980392157;1.0;0.5;1.0;0.5;0.25;1.0;0.5;0.5;0.5773502691896258;0.4375;0.5765566601970551;0.0714285714285714;0.0625;0.06933752452815364;0.0;0.0;0.0;0.658585559938142;0.515625;0.5871365639519861;1.0
1;1;0.8627450980392157;1.0;0.5;1.0;0.5;0.6666666666666666;1.0;0.5;0.5;0.6546536707079772;0.515625;0.5765566601970551;0.4123930494211612;0.3125;0.4003203845127179;0.5923057020691221;0.421875;0.4717281765248633;0.5488212999484517;0.421875;0.4803844614152614;1.0
1;1;0.8604651162790697;1.0;0.25;1.0;0.25;0.75;0.75;1.0;0.5;0.6214992045540053;0.46875;0.3571428571428571;-0.0645497224367902;-0.0625;-0.1651445647689541;0.3044077736591046;0.15625;0.16116459280507606;0.3062360650143403;0.234375;0.32824397594488725;0.5640760748177661
1;1;0.8604651162790697;1.0;0.25;1.0;0.25;1.0;0.5;1.0;0.5;0.7102848052045776;0.546875;0.3571428571428571;0.5231143743471867;0.5625;0.4797016118001234;0.7737030913835576;0.546875;0.5640760748177661;0.4465942614792463;0.3125;0.4103049699311091;0.5640760748177661
0;1;0.5964912280701754;1.0;0.5;0.0;0.0;0.0;0.0;1.0;0.5;0.483196756951126;0.328125;0.21428571428571427;0.4123930494211612;0.3125;0.4003203845127179;-0.2182178902359924;-0.140625;-0.15724272550828775;0.5808178695515156;0.4375;0.5871365639519861;0.5241424183609592
